Nome Cliente;cidade;estado;codigo;contrato;telefone
Dra. Gúbio Moreira;São Paulo;Rio Grande do Norte;1a8bba97-fb3c-4132-a6ed-5473cb2631e4;995;(67) 4508-6141
Sra. Hugo Albuquerque;Belém;Mato Grosso;bef99671-8dfa-40ff-b6e4-8e76f6fcb4fb;208;(74) 2871-6722
Karla Oliveira;Rio de Janeiro;Bahia;a1780856-8822-4fa8-931b-b0037bdf9e5e;372;(27) 9661-0491
Larissa Barros;Campo Grande;Rio Grande do Norte;edb9e1b9-ed93-4389-9886-ac8e87e10761;452;(99) 7181-0397
Bruna Batista;Teresina;Distrito Federal;0c49f32a-0d07-4789-8d84-0f7822efd6c9;502;(50) 73352-9810
Nataniel Pereira;Manaus;Distrito Federal;b5c8111f-d718-4517-ba5a-34e2f782e4a0;439;(42) 7756-3936
Noah Franco Filho;Macapá;Pará;a3a4b41b-707c-4cf1-bc44-be99ff3eb2e6;425;(50) 46676-0949
Isabella Moreira;Vitória;São Paulo;60a2bed8-0fb9-447e-ad34-6167acb07d26;112;(10) 2042-7077
Laura Moreira;Rio de Janeiro;Sergipe;6b4e7b68-d06a-40b7-ae63-718d0d6f5ece;243;(37) 5492-2529
Maria Eduarda Costa;Natal;Santa Catarina;bedb76e1-e93b-472d-af6b-c640c0b4e367;743;(94) 3237-2655
Emanuelly Melo;Recife;Pernambuco;fbe9b626-cb9d-43a9-8814-ccad8864ae97;605;(33) 3704-7938
Meire Xavier;Recife;Sergipe;1c211196-dc4d-491b-a3b9-5a60aed09b6c;942;(94) 1760-2819
Hugo Melo;São Luís;Pernambuco;09391d11-704e-4d79-b855-7a6675901c31;763;(26) 75290-9143
César Souza;Brasília;São Paulo;37e935d4-d7d2-4c9b-a5b4-e49cb6cfb3c1;142;(67) 3022-8611
Márcia Moreira;Natal;Amapá;06de1903-0868-4cab-9744-71f6707ffbea;454;(57) 51986-8817
Sra. Isabela Souza;Teresina;Santa Catarina;0a652002-8317-42af-b399-39fbc9aa5875;924;(39) 29605-1396
Manuela Braga Filho;São Luís;Pernambuco;f23a2225-13d4-444a-9171-77e27641b4f2;220;(65) 6835-7534
Murilo Souza;Maceió;Amapá;46d562cb-8b58-4b39-bc89-07622c98b32b;573;(14) 3729-8939
Dra. Calebe Xavier;Aracaju;Rondônia;ddccea38-cc83-47e4-89f9-2d47f7bbe789;310;(48) 1469-1225
Alexandre Silva;Goiânia;Sergipe;1d4fbe37-93f7-4212-8ff4-6a04c7eae4e0;502;(35) 6634-6547
Guilherme Braga;Campo Grande;Rio Grande do Sul;52e4b26c-2457-4bd3-8d3e-40a892e0300c;722;(51) 3217-7981
Dra. Maria Eduarda Saraiva;Recife;Amapá;47eac87c-2771-4a79-90f4-4ea0c8966d5e;821;(97) 1842-6763
Felícia Silva;Manaus;Amazonas;eb8755dd-7071-4630-b832-d302d148edd8;712;(68) 92615-3541
Fabrícia Martins;Goiânia;Rondônia;85cb371c-a990-4fa5-8570-31789ebebb45;348;(32) 65451-4707
João Miguel Moraes;Macapá;Rio de Janeiro;30a5bc5d-d35f-48fe-a725-48901b337428;785;(91) 36768-7991
Fábio Pereira;Aracaju;Mato Grosso;631fa287-5623-40a8-a39a-e66c522e1eb6;272;(27) 2114-8465
Gustavo Santos;Teresina;Amapá;836ab2c7-8d5e-4b09-ac60-e4b655bab50c;427;(68) 2964-8044
Janaína Costa Jr.;Fortaleza;Piauí;4bf52115-f170-439c-9c7d-617450251e40;680;(76) 2305-5874
Vitória Braga;Recife;Minas Gerais;7d0b14fa-cf62-4a9c-9c32-5a399af02b2c;438;(81) 5629-2696
Yuri Barros;Rio de Janeiro;Minas Gerais;5bca6a42-f563-435c-8f1b-fd9033094b5f;568;(26) 14244-8081
Dra. Marina Batista;Florianópolis;Piauí;4b279691-d53e-4580-b32d-bf9ec245ae70;790;(21) 8108-2333
Felícia Reis;Curitiba;Tocantins;5994538f-b099-4bc4-b4fb-458131094c1d;288;(31) 4871-8414
Enzo Franco Filho;Manaus;Rio Grande do Norte;fb7cd666-0a24-491d-8fe3-816fdef499ea;882;(87) 70006-8674
Isabel Melo;Brasília;Amazonas;d00d3c07-7b21-44cc-a059-e4022f818fe7;198;(68) 3527-1328
Guilherme Xavier;Rio de Janeiro;Espírito Santo;760e0f6b-148e-4bad-be5a-f66f90d65b3c;692;(33) 6729-1563
Isis Carvalho;Manaus;Rondônia;de45968b-73da-48a1-b73f-04f5743354a2;186;(64) 5634-3584
Heitor Santos;Campo Grande;Sergipe;ff4927a5-8572-4439-9097-d62f8c4c91bf;272;(86) 25813-6451
Eloá Moraes;Palmas;Bahia;153ccc87-75db-40be-beb6-2e84cf2ff04c;843;(30) 6161-9812
Sophia Carvalho;Rio de Janeiro;Espírito Santo;914f09d7-5bbb-4162-a9c8-dfa7e926eb91;607;(70) 16347-8967
Margarida Oliveira;Brasília;Goiás;84667dca-b5bc-4511-b910-742c5d4176ed;860;(55) 36794-3996
Gael Oliveira;Vitória;Piauí;fe42ad2a-fe98-4817-b2eb-c34e946e3cee;627;(70) 5446-4032
Marina Reis;Goiânia;Ceará;fa5c3178-5ac6-4844-ad00-21bdc77e565b;898;(14) 4668-4483
Enzo Reis Jr.;Rio de Janeiro;Distrito Federal;791ffc5b-b704-40e3-9037-f653669b406d;224;(10) 3090-9483
Enzo Gabriel Pereira;Recife;Maranhão;27d17693-da43-47e4-ad76-91dd6effeed4;908;(85) 58152-0774
Maria Clara Costa;Florianópolis;Sergipe;eaa5c8f3-6399-4d1c-a275-edaa8b0f9d4e;741;(67) 3654-2533
Esther Costa;Natal;Bahia;f07f018f-88cc-4600-9558-1486b57d2bcf;152;(31) 66684-1675
Nataniel Barros;Boa Vista;Paraná;41a7d138-5a4e-463c-aad7-0a117578e95d;475;(91) 6911-6798
Ígor Moraes;São Paulo;São Paulo;e508ef95-a93e-4425-8f9d-cd8b28b0a16d;889;(45) 7660-3553
Valentina Santos;Fortaleza;Rondônia;473db7c1-f952-4796-9f0b-73e3bb0d4d3a;265;(57) 59392-0681
Roberta Macedo;Aracaju;Bahia;ef9f4ad9-d88f-4374-a4b1-245d17629fba;591;(39) 22719-1367
Samuel Batista;Goiânia;Paraíba;b3ada758-a676-49b0-8e45-665cb3e967f4;304;(86) 81769-5664
Karla Oliveira;Maceió;Sergipe;3c42dce5-887f-4f80-8f0f-dd1aead6f466;248;(74) 3459-2994
Meire Pereira;Porto Alegre;Goiás;5ba8d126-b58c-45c5-b183-f90dc0345cde;744;(22) 2640-8827
Hugo Batista;São Paulo;Distrito Federal;55ad548b-2715-4934-a13a-c9822e562efb;439;(70) 57866-6075
Vitória Martins;João Pessoa;Acre;d4bd6f3b-15af-40d6-9138-b4f871851054;576;(35) 7762-4033
Isabel Carvalho Jr.;Vitória;Ceará;7c1052e9-3520-451a-9171-d8bac1a26aa4;453;(22) 56625-6526
Arthur Melo Jr.;Belém;Goiás;692da0a3-6c72-400f-9715-cdbf7398e18e;729;(36) 34874-0651
Vicente Moraes;Rio Branco;Tocantins;5c64da22-0a91-4a48-9eb2-b272985375fe;339;(38) 96125-9478
Lucas Carvalho;Campo Grande;Pará;b3d808c9-4bf8-4f1d-828b-89fe8cf946ce;280;(81) 74081-2247
Meire Nogueira;Curitiba;Paraná;36f61091-7255-43cb-9f1e-e9703654a6b5;344;(20) 7743-6183
Alexandre Pereira;Curitiba;Santa Catarina;f1400491-6ee2-41a2-a342-eee60a64423c;473;(67) 9499-9350
Alice Xavier;Teresina;Pará;afd943a1-1a2f-4d5a-8d5e-ddf4d896ccde;400;(18) 81251-4053
Calebe Santos;Florianópolis;Tocantins;c5c9c885-5f02-4216-ab63-a45a0a68c9dd;506;(99) 2114-6405
Lorena Albuquerque;São Luís;Santa Catarina;cac4918f-8aa8-4d0c-9b1b-f7107f381b35;735;(70) 7076-1839
Davi Melo;Rio de Janeiro;Paraná;5ad20f54-2539-46cf-8b90-e5604767c71b;839;(91) 5478-4803
Maria Alice Silva;Curitiba;Tocantins;eef71546-205c-4864-8557-608ee1a6da05;548;(74) 5102-9863
César Reis;Florianópolis;Rondônia;61a6cccd-c1ba-4f25-97f1-05ebe38516ef;574;(10) 31177-7661
Murilo Moreira;Porto Alegre;Mato Grosso;626edad1-c392-49ac-aa82-3a28beefa3b8;644;(85) 6185-3763
Sr. Helena Moraes;Salvador;Amazonas;462a7021-1f73-4b5a-a2b0-e36a1961c2cb;920;(51) 6904-0003
Pedro Souza;Manaus;Maranhão;3c13b07e-de77-4403-aa55-18e6fa44fbcc;330;(95) 15238-2490
Margarida Silva;Belo Horizonte;Paraná;de444bc2-3977-482e-b3fe-45d9f0e3d674;180;(24) 11412-6185
Frederico Souza;Rio de Janeiro;Bahia;950d7e36-e09a-44ab-94f2-e3e284b2f186;113;(34) 3247-3517
Márcia Nogueira;Belo Horizonte;Paraná;c6f1b023-4f77-44e1-8415-3862bb7c21be;715;(81) 7126-2952
Srta. Isabella Martins;Brasília;Bahia;cce29f7f-ac02-4df6-acdb-41a0ef530658;142;(38) 8434-1730
Ladislau Reis Filho;Cuiabá;Distrito Federal;bda11641-20ba-4fbf-bb8b-7634b987bf93;515;(66) 6268-4876
Sirineu Batista;Salvador;Paraíba;880ad149-aab4-4dbb-bec7-05704fb8772c;580;(10) 5343-5490
Davi Lucca Braga;João Pessoa;Tocantins;4c2a714d-4d76-4c54-b2e9-f3ebdba60789;105;(20) 3532-9290
Caio Pereira Neto;Florianópolis;Tocantins;7efdf4e2-d9d1-4580-b647-6e4d8fdf6457;955;(77) 4681-6235
Dra. Ana Luiza Braga;Recife;Espírito Santo;f739d081-8eec-4aba-afcf-38214fe5d1fa;808;(61) 37925-6278
Márcia Batista;Porto Alegre;Amazonas;755c0b08-456a-4d85-b5f4-5d7dfa4b4717;577;(37) 6284-6799
Fábio Costa;Salvador;Amazonas;ffbbc57e-a971-44f2-b74c-54187d0eefdb;208;(30) 42227-1282
Gael Santos;Palmas;Minas Gerais;bef0c1dc-4eb2-4f4b-bc7c-b155e8afb3fa;669;(19) 3044-0754
Maria Cecília Souza Filho;Cuiabá;Minas Gerais;30f6a622-34f7-4030-ba8d-2b9e7bc742a1;584;(33) 41712-2547
Emanuel Xavier;Goiânia;Roraima;53b65665-eed7-4804-b34f-bbaa737122da;441;(47) 8308-0980
Sr. Anthony Braga;Recife;São Paulo;7843dc0d-aa9f-4082-a359-23e3f78c45f9;376;(35) 44856-5572
Benício Moreira;Belo Horizonte;Roraima;449e1746-2ed9-426f-9337-3e390893aaaa;337;(32) 3158-6876
Sr. Fabrício Saraiva;Vitória;Maranhão;606f8830-687b-4742-bad3-b2c66744efec;690;(69) 7906-2414
Sra. Rafael Carvalho;Rio Branco;Minas Gerais;c4c64795-39fd-4237-bac8-ddd22a7e81d5;929;(66) 9480-7296
Pedro Souza;Vitória;Amazonas;c8ad9193-c844-4e63-b03c-4ffef89a55a8;535;(98) 3016-7672
Rafaela Macedo;Campo Grande;Mato Grosso;47bcceac-9a24-43ff-bdae-3abb7e186745;587;(25) 91633-9248
Eloá Albuquerque;Cuiabá;Maranhão;758a29ce-bf7e-4181-9952-a1f48a46a0c7;762;(74) 4925-9020
Joana Melo;Porto Velho;Mato Grosso do Sul;876caef5-d85a-4ad1-8777-00a3fc4fb5f8;436;(67) 52118-4567
Silas Albuquerque;Palmas;Pernambuco;b1220ebf-faaf-47b6-8ac0-d220815445f9;192;(35) 62424-3008
Isabelly Moreira;Recife;Roraima;24ff01f3-6e72-48e3-8cf6-6c092ec1c437;986;(14) 3952-8276
Felícia Carvalho;Rio Branco;Distrito Federal;7d282982-c6c5-48c4-8e12-c656002dae2d;772;(37) 27987-3718
Gustavo Franco;Fortaleza;Amapá;1803b1d6-d43f-4f94-8672-59b02c1a648e;606;(30) 3640-3745
Dra. Sarah Costa;João Pessoa;Pernambuco;dfd10b93-6042-4c32-bad5-4bb7daa9d93d;381;(10) 6351-6081
Salvador Santos;Rio de Janeiro;Rio Grande do Norte;56327496-cef6-4d22-bec4-04d1b3e01394;105;(73) 7393-1065
Benício Carvalho;Cuiabá;Mato Grosso do Sul;f5626dbd-0cd2-464c-9e04-4b1550d0fc74;181;(80) 38833-8364
Fábio Batista;Campo Grande;Tocantins;f6ae000a-1a85-47cb-a316-bb3c3afbd92c;519;(19) 33361-3346
Maria Clara Souza;São Paulo;Mato Grosso;81066aa5-3e33-49d4-b651-bf67bf4e3ca5;133;(65) 2551-8307
Helena Batista;Recife;Rio de Janeiro;52da61e8-034c-4112-91f6-33bf9d2b7b86;834;(32) 38523-2371
Maria Carvalho;Rio Branco;Rio Grande do Sul;a31fc2d4-2a41-48ce-a414-ddf918d55ade;394;(86) 4336-8341
Marli Nogueira;Natal;Goiás;590d6556-9a18-4900-9df9-fd38ffe1c014;711;(92) 3219-1020
Dalila Martins;Aracaju;Rio Grande do Sul;44b4a5b4-1d5c-47ec-b9d8-9d04a3c40b0c;853;(87) 97719-3527
Feliciano Franco;Teresina;Santa Catarina;5917c226-4093-484c-9862-f0974d2afcb8;560;(87) 3688-2722
Norberto Moreira;Teresina;Goiás;a2a33fda-ba32-478d-a0bc-42944f17ed1e;649;(77) 15279-5016
Margarida Melo;Rio de Janeiro;Amazonas;1205acb1-c324-4c53-b577-1208143339f6;614;(50) 66738-7589
César Santos;Salvador;Santa Catarina;dc40de06-e6dd-495b-ab4a-dc173f0585a1;474;(52) 5494-0596
Dr. Alícia Oliveira;Belo Horizonte;Alagoas;56dc30b0-6a13-4920-ae31-2dfec1c65154;157;(87) 5717-8024
Feliciano Silva;São Luís;Piauí;d067528a-4ce9-4071-b660-a18f3ec78c85;501;(48) 60773-5287
Tertuliano Xavier;Teresina;Espírito Santo;988d879c-4311-4643-b01c-c932ac26ad63;571;(30) 2290-6419
Lorena Batista;Manaus;Piauí;5a762d8e-678f-4a60-82f3-cac4973be6be;810;(25) 6731-0523
Alexandre Barros;Macapá;Mato Grosso;73e933c0-e840-46ea-a745-ede07ebf0306;833;(74) 5673-4154
Márcia Melo;Fortaleza;Bahia;fd8b1462-d45d-485e-99bb-1fd56e680f37;957;(56) 33490-1565
Isaac Barros;Salvador;Amapá;8e8fabf7-e4af-4e2f-b392-63d3f54490dc;883;(71) 88151-2326
Arthur Silva;São Luís;Paraná;27186201-e639-4003-b417-8ed5c8e08097;150;(77) 7671-5213
Víctor Saraiva Jr.;Aracaju;Sergipe;f4c3f4dc-7314-4e74-a981-e5125b3d644e;741;(90) 65062-8824
Marcela Nogueira Filho;Recife;Pernambuco;6e1f4a30-bcd8-45a2-8487-e61545a0bb0f;461;(90) 2524-0187
Maria Júlia Saraiva;Aracaju;Bahia;6dbf3c2d-96f5-4e98-ba0a-e7a105142ed4;979;(44) 8069-5238
Sirineu Pereira;João Pessoa;Alagoas;b0696d76-8ccf-4fcb-ae8e-bd9bac5b3363;598;(63) 2727-1408
Laura Martins;Belém;São Paulo;eab1224e-8fd8-4001-ab7b-dd9d3804c099;175;(53) 89141-2911
Arthur Braga Neto;São Luís;Paraíba;68aa5d5b-efa4-4b16-8303-68f0f75f386a;406;(13) 3921-4167
Ana Júlia Nogueira Filho;Recife;Ceará;4d5f47a2-e15f-4e0d-a906-d9be5e2198a0;828;(34) 1388-0277
Alícia Souza;Macapá;Mato Grosso do Sul;9c15aac3-1b8a-4a4c-9829-4f4b576db4eb;685;(38) 4972-2218
Lucas Santos;Campo Grande;Tocantins;438d310b-9aa0-49fc-ad48-480f6aa1980c;417;(13) 1734-3907
Júlio Nogueira Neto;Maceió;Ceará;e76d45a1-363d-4df0-b6ae-12ba3b820bd0;879;(35) 1376-0618
Deneval Braga;Recife;Pernambuco;41a16e1b-8665-448f-a36f-64016d4b3bae;502;(35) 6220-5910
Tertuliano Carvalho;Belém;Santa Catarina;6d40c87c-125d-4cf7-a9fa-23542293965d;840;(65) 3705-8578
Norberto Silva;Belo Horizonte;Bahia;9c4206ff-a571-4c6f-a6ac-468701a876d5;251;(35) 32383-2687
Fabrícia Santos;Rio de Janeiro;Ceará;e09cdaf3-3bc9-4480-9f83-8c61e5b099a2;556;(11) 60943-3911
Sra. Isabelly Saraiva;Palmas;Pará;dc181bae-3128-4008-b64b-65dfc7cd4ae3;335;(33) 3424-7684
Paula Carvalho;Belo Horizonte;Ceará;71f5bcb3-9b71-4e83-ab9d-f98b8a755b67;743;(29) 68853-4107
João Lucas Albuquerque;Recife;Sergipe;766eee65-813a-49b7-9976-f3453312ffba;323;(43) 8123-3731
Alessandro Melo;Rio de Janeiro;Pernambuco;4949415e-9d9e-4e2f-962b-1ee09d393aaf;578;(47) 84806-6191
Beatriz Macedo;Teresina;Pernambuco;8267c1b0-eadb-4ee0-b2ec-9c48f7e8e3fc;800;(44) 3576-9418
Maria Moreira Filho;Natal;Amazonas;9221c917-9efd-46e8-be49-2b2de33d79ca;752;(71) 13738-3715
Maria Júlia Nogueira;Belém;Mato Grosso;0a164cc7-0078-47ad-86fa-b970d58b0d51;787;(69) 8706-7068
Sirineu Carvalho;Salvador;Piauí;f3a90c9f-1eab-4e4d-be64-84fd37640851;262;(30) 87462-9019
Pietro Batista;Boa Vista;Acre;9cfddd44-2441-468e-a871-fca4c2ad925c;923;(35) 52423-6865
Dr. Joaquim Martins;Fortaleza;Maranhão;078cde6a-4257-4ae5-886a-e71feeac664f;396;(34) 31304-5203
Eduarda Melo;Florianópolis;Santa Catarina;73243384-af9f-42e9-a023-43011048db6f;867;(19) 2634-9361
Paula Carvalho;Curitiba;Minas Gerais;29530b27-bd41-4e38-82bf-d561d3cb3f09;241;(60) 77198-0012
Alexandre Santos;Aracaju;Rio de Janeiro;f7f8d521-5e3e-4c49-837d-e7ebed3c7b4e;367;(27) 9109-7812
Marcos Silva;São Luís;Alagoas;fb706446-b958-495b-9715-4baa82a6ff9e;676;(65) 32843-3064
Sr. Vitória Moraes;Cuiabá;Goiás;a29d398f-ba86-4b05-9781-685ac4cfaff6;158;(14) 3933-7118
Yango Macedo;Aracaju;Minas Gerais;857e1ecf-a7aa-469a-a700-f9557b5b769a;695;(25) 64314-5714
Vitória Braga;Campo Grande;Alagoas;f72875a7-8439-4bb8-9013-7cd4f6d89238;461;(41) 3805-0455
Vitória Macedo;Brasília;Espírito Santo;0e10c3aa-2734-4fbf-900b-fbf57c35679b;680;(53) 6864-3807
Mércia Melo;Macapá;Bahia;b0df2a45-105e-401c-994e-7ae1f32f1790;801;(24) 2848-8042
Eduarda Barros;Rio de Janeiro;Mato Grosso do Sul;db98789a-86e1-4658-8672-f02b3298686e;189;(48) 4278-6112
Mércia Xavier;Macapá;Rio de Janeiro;7bf2b7d6-9200-486a-9a15-e89cf1c2bced;328;(29) 5263-1420
Luiza Reis;Teresina;Sergipe;49dd58cb-211c-4cad-9914-3aa8b32b9f39;659;(39) 3384-1729
Lorenzo Carvalho Filho;Belém;Sergipe;d3013f7b-8d2d-442e-9233-40703cc10a27;330;(44) 4319-8878
Aline Pereira;Porto Alegre;Pernambuco;de759da8-a8fb-4df6-a40a-ad5fbd5d766d;310;(49) 4947-1038
Dra. Théo Costa;São Paulo;Ceará;07cab9ca-50d2-4233-aed0-81fad9442100;412;(35) 7123-1990
Marina Franco;Cuiabá;Rio de Janeiro;09f5aa20-cd0f-491b-afe7-ef09ceed3bf4;253;(24) 62037-4588
Liz Carvalho;Cuiabá;Pará;e178b20d-41f7-46c1-a7c8-185ec4fce42f;674;(90) 1161-6857
Maria Reis;Goiânia;Rio de Janeiro;656cef41-5a11-4059-847e-5e4c7db74e5b;890;(25) 38957-4366
Cecília Moraes;Recife;Minas Gerais;1aa4d16f-aa79-4713-b09c-68a7fe7a352e;395;(68) 9769-3563
Norberto Martins;Vitória;Pará;42cff1eb-aa07-43fc-ab07-20c46a18de30;295;(33) 9167-1673
Srta. Helena Barros;João Pessoa;Bahia;554a7dc3-95ab-42cc-9901-7bbcb8b3ba69;271;(67) 3880-3819
Silas Xavier;Aracaju;Roraima;2a8a5302-2439-4de5-9438-33d419cf24b8;492;(34) 5452-8596
Valentina Saraiva;Curitiba;Rio de Janeiro;c56a2feb-1d00-4da4-af32-561d818546fd;928;(62) 6026-1782
Lucas Pereira;Florianópolis;Rondônia;04a49d08-44b0-4c73-aa60-727b6d9d189a;944;(91) 13862-6244
Silas Martins;Maceió;Pernambuco;97ed858f-f6be-4301-af92-a827653f5ef2;511;(42) 40457-5039
Paula Macedo;Florianópolis;Rondônia;0842a381-fb63-46bb-a9cc-6262a0b83de7;591;(35) 4712-0083
Mariana Reis;Aracaju;Maranhão;102ca720-fc5c-4641-a1db-7eecd93fc86d;193;(43) 3857-6350
César Silva;Porto Velho;Amazonas;5e989605-51b3-467e-a6b8-e38151598f20;170;(23) 34761-0613
Matheus Saraiva Neto;Vitória;Rio Grande do Sul;b53e5f29-dc1e-4699-9a70-1e2b79657855;766;(91) 6782-2979
Lívia Nogueira;Belém;Bahia;b1ac0ac7-866a-4235-8685-2995fa81b626;104;(39) 1989-3468
Ofélia Moreira;Vitória;Bahia;efb14518-58ef-446f-9e3a-d9e236f99893;603;(71) 20337-6941
Félix Saraiva;Porto Alegre;Pernambuco;699042ab-eac6-4f62-b8af-16bf7af7a757;369;(80) 5762-6421
Deneval Barros Neto;Belém;Santa Catarina;d532a802-cfa9-4067-bba4-29b58646876b;532;(62) 2881-2820
Warley Oliveira;Recife;Sergipe;e164994c-9d80-4ef1-8767-cfe37190ac4b;230;(38) 60927-1596
Daniel Braga;Teresina;Amazonas;6cf826a2-b113-4b21-af6b-2eebe2dbc8e0;903;(51) 8002-0156
Cecília Silva Jr.;Goiânia;Rio de Janeiro;6fa85efe-2f42-4a9b-9c61-e65ce0671bf3;542;(86) 9636-7979
Murilo Nogueira;Palmas;Rio Grande do Sul;4f941986-8674-4ba1-bade-ad9353e45b59;884;(37) 7447-5876
Isis Moraes;Curitiba;Paraíba;3462f5ea-2fd2-4b48-9b26-d731af3bfa47;294;(29) 41508-1089
Helena Martins Neto;Brasília;Rio de Janeiro;7a3356af-d438-4dff-9bb3-9bfdd1e743f8;763;(83) 50979-0724
Maria Franco;Cuiabá;Distrito Federal;61ffbea3-2b44-4c2c-b5b7-f6ff3fccd080;798;(19) 2902-8494
Pedro Henrique Reis;Aracaju;Espírito Santo;7424acdf-5baa-4fb0-bc68-15ce8675d218;313;(18) 5516-4179
Maria Júlia Pereira;João Pessoa;Goiás;14484ff1-e0fc-435c-a7c3-dd7b1556338a;928;(36) 61042-8004
Felipe Carvalho Neto;Goiânia;São Paulo;9d16ac2c-356d-4563-9c29-b91e97596b0b;579;(57) 2409-1817
Gael Batista;Aracaju;São Paulo;b2a1da60-1b0d-40fb-b0b1-e5cac02fc1a2;785;(52) 7992-0846
Isabella Albuquerque;Cuiabá;Roraima;a20e3799-e670-4428-830b-28d1db4de438;571;(70) 3531-8393
Liz Saraiva;Cuiabá;Tocantins;2098e306-e26f-4a9d-9924-40706a965bdd;352;(86) 3016-6701
Maria Júlia Moraes;Vitória;Paraíba;de34e3ac-d177-40c4-9693-b9a9d2cbeb03;344;(39) 2742-9350
Melissa Santos;São Paulo;Espírito Santo;5f1901ad-1724-4978-96fd-b251d33cd946;333;(53) 1977-0882
Laura Carvalho;Curitiba;Amazonas;1ca68aff-d1d5-4adf-b3cd-df9fbd6e2c7b;767;(74) 8169-3607
Maria Júlia Souza;Campo Grande;Rondônia;443f903f-8f96-4fd3-a171-fa8e4ac762ce;818;(72) 28171-5106
Alice Albuquerque Filho;Cuiabá;Santa Catarina;bcabd60f-a9aa-4073-81f0-8d4bf9e44125;236;(62) 4049-2055
Ana Clara Albuquerque;Campo Grande;Minas Gerais;b6033ae5-f9d8-4b1b-a220-10ec94dd2464;676;(36) 75592-6772
Talita Saraiva;Aracaju;São Paulo;fcb3b786-68b5-4070-9c94-dbbe70cd375d;571;(22) 5619-2912
Warley Silva;Maceió;Tocantins;15eee493-4ede-462f-a68f-65ccaa8f8955;539;(76) 3742-0469
Bernardo Xavier;Curitiba;Mato Grosso do Sul;b43e8e20-c0c5-4a97-819f-495236ee407c;408;(78) 19224-5514
Rebeca Nogueira;São Paulo;Rondônia;2e7d4ac1-1d26-41cd-a910-115f06a2f4e1;533;(50) 60339-2808
Vicente Braga;Campo Grande;Espírito Santo;137dc053-280a-41e7-b14a-77c8a7ba3177;780;(63) 5478-2602
Yuri Oliveira Filho;Teresina;Paraíba;d685c7e1-9066-46d8-bf4f-e3f466ef3e4a;832;(91) 76078-9125
Matheus Batista Neto;Rio de Janeiro;Acre;a12df934-5faa-4d0f-be9b-727be7afbb7a;744;(92) 97145-4099
Dr. Isabela Carvalho;Porto Alegre;Maranhão;a4a1f014-8cee-4573-bac4-409bf9edba47;406;(13) 4106-8413
Félix Braga;Goiânia;Distrito Federal;44ad4e75-c7f7-4d17-ab85-5aaee1f0256a;251;(96) 4409-9191
Sara Moraes;Goiânia;Amapá;c458071b-b351-4239-bf49-16045fbf9bff;933;(79) 17248-5008
João Lucas Souza;Palmas;Pernambuco;d2c4ce83-017a-4b25-8dbf-75656c74bea1;384;(96) 9805-9507
Esther Costa Neto;Palmas;Pará;bb9fd756-ce2d-44f3-800b-858ee9a63ccf;885;(38) 8960-4234
Sarah Xavier;Boa Vista;Espírito Santo;55196794-21f5-4255-bb13-13bd5392a4e6;144;(59) 9955-9793
Roberta Franco;Rio de Janeiro;Paraíba;a079e03b-b956-40ef-8edb-a6e2436aca91;747;(26) 3444-3794
Giovanna Saraiva;Rio Branco;São Paulo;cbc7ca3c-2710-403f-bc4f-6faa6da0b117;795;(37) 1047-1754
Heitor Santos;Belo Horizonte;Minas Gerais;c9a74331-233a-45ca-92a0-ef8f08c13279;742;(24) 5987-7143
Lucas Barros;Boa Vista;Goiás;a1cd769d-38fd-4146-ae0b-08702a1f077c;137;(76) 85912-9276
Giovanna Silva;Teresina;Rio Grande do Sul;1209996f-ed46-4a5d-be44-9c02a8d58322;389;(30) 64074-3645
Matheus Souza Neto;Fortaleza;Tocantins;da6348a3-0343-4a1c-86fa-da06cb241535;617;(69) 4988-5129
Lucas Xavier;Campo Grande;Alagoas;8b6eef49-7e1b-467a-900a-82227fa6b59f;788;(84) 2835-7280
César Carvalho;Rio Branco;Ceará;c15d28e4-cac4-4848-bbc6-bc8afe0b166f;649;(60) 52066-6976
Beatriz Saraiva;Salvador;Ceará;8a6254b8-36c5-45cd-98a9-000b68b23a72;245;(58) 7097-6456
Samuel Macedo;Maceió;Amazonas;274626fb-17fc-4e6e-93a0-dd556c68d26a;897;(15) 3996-1456
Júlio Nogueira;Rio Branco;Mato Grosso;6509defb-a5db-442b-a438-456c9a94d476;849;(79) 7785-5845
Liz Silva;Campo Grande;Sergipe;3f3f767c-1c84-4f76-ab6d-24c70e5a3f44;343;(67) 31205-8353
Hélio Franco;Vitória;Tocantins;1261c6d9-36f5-4a77-a003-147c987bd08b;387;(87) 3380-1163
Laura Silva;São Paulo;Piauí;0ad1b2d8-662e-4435-bbe8-d458159accff;700;(60) 3533-6428
Dra. Davi Nogueira;Belo Horizonte;Pernambuco;3ac6d2ce-c9f9-4a5c-ab52-ee548ff85f7e;977;(51) 4610-8682
Lorena Souza;Rio Branco;Amapá;d2ca4c4e-279a-4e7a-a4b7-e8b12250ba6a;601;(38) 8656-2376
Isabelly Carvalho;Maceió;Piauí;43242fc2-ca1b-4780-86d2-5c9044ba6dfc;918;(76) 1731-8686
Célia Pereira Jr.;Florianópolis;Mato Grosso do Sul;d5fb9a9a-87bc-4c40-89ec-3d3a91261253;729;(55) 3631-8494
Felícia Macedo;Boa Vista;Minas Gerais;35f09433-98b5-4269-bb40-4487774f8d69;211;(73) 11031-6024
